"Year","Canton","TypeofOwner","NrofOwners","TotalArea","ProductiveArea","Hardwood","Softwood","TotalSpecies"
"2002","Appenzell Ausserrhoden","Type of owners - Total","4265","7199","6957","6306","160","6466"
"2002","Appenzell Ausserrhoden","Private forest","4239","5485","5485","3326","35","3361"
"2002","Appenzell Ausserrhoden","Public forest","26","1714","1472","2980","125","3105"
"2002","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"2002","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"2002","Appenzell Ausserrhoden",">>Municipality forest","21","1047","1020",NA,NA,NA
"2002","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2002","Appenzell Ausserrhoden",">>Other public forest","3","229","229",NA,NA,NA
"2002","Appenzell Innerrhoden","Type of owners - Total","3020","4850","4636","3040","356","3396"
"2002","Appenzell Innerrhoden","Private forest","2996","2782","2782","1790","306","2096"
"2002","Appenzell Innerrhoden","Public forest","24","2068","1854","1250","50","1300"
"2002","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2002","Appenzell Innerrhoden",">>Cantonal forest","1","154","148",NA,NA,NA
"2002","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2002","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2002","Appenzell Innerrhoden",">>Other public forest","23","1914","1706",NA,NA,NA
"2002","St. Gallen","Type of owners - Total","17961","54838","52339","117310","81147","198457"
"2002","St. Gallen","Private forest","17831","21691","21691","29550","18953","48503"
"2002","St. Gallen","Public forest","130","33147","30648","87760","62194","149954"
"2002","St. Gallen",">>Federal forest","1","335","331",NA,NA,NA
"2002","St. Gallen",">>Cantonal forest","1","1998","1861",NA,NA,NA
"2002","St. Gallen",">>Municipality forest","13","386","375",NA,NA,NA
"2002","St. Gallen",">>Bourgeois forest","72","26008","24014",NA,NA,NA
"2002","St. Gallen",">>Other public forest","43","4420","4067",NA,NA,NA
"2002","Graubünden / Grigioni / Grischun","Type of owners - Total","10979","185141","143273","118646","133788","252434"
"2002","Graubünden / Grigioni / Grischun","Private forest","10713","14794","14794","308","778","1086"
"2002","Graubünden / Grigioni / Grischun","Public forest","266","170347","128479","118338","133010","251348"
"2002","Graubünden / Grigioni / Grischun",">>Federal forest","1","265","87",NA,NA,NA
"2002","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1007","756",NA,NA,NA
"2002","Graubünden / Grigioni / Grischun",">>Municipality forest","213","161740","121720",NA,NA,NA
"2002","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2002","Graubünden / Grigioni / Grischun",">>Other public forest","51","7335","5916",NA,NA,NA
"2002","Thurgau","Type of owners - Total","8931","19624","19514","71545","60635","132180"
"2002","Thurgau","Private forest","8840","10940","10940","40285","22177","62462"
"2002","Thurgau","Public forest","91","8684","8574","31260","38458","69718"
"2002","Thurgau",">>Federal forest","1","230","156",NA,NA,NA
"2002","Thurgau",">>Cantonal forest","1","1410","1397",NA,NA,NA
"2002","Thurgau",">>Municipality forest","5","295","295",NA,NA,NA
"2002","Thurgau",">>Bourgeois forest","64","5675","5655",NA,NA,NA
"2002","Thurgau",">>Other public forest","20","1074","1071",NA,NA,NA
"2003","Glarus","Type of owners - Total","1493","18738","15903","13350","19464","32814"
"2003","Glarus","Private forest","1455","1575","1575","0","0","0"
"2003","Glarus","Public forest","38","17163","14328","13350","19464","32814"
"2003","Glarus",">>Federal forest","1","131","93",NA,NA,NA
"2003","Glarus",">>Cantonal forest","1","55","52",NA,NA,NA
"2003","Glarus",">>Municipality forest","19","10256","8289",NA,NA,NA
"2003","Glarus",">>Bourgeois forest","13","6496","5673",NA,NA,NA
"2003","Glarus",">>Other public forest","4","225","221",NA,NA,NA
"2003","Schaffhausen","Type of owners - Total","2121","12553","12480","13330","6425","19755"
"2003","Schaffhausen","Private forest","2089","1961","1961","700","250","950"
"2003","Schaffhausen","Public forest","32","10592","10519","12630","6175","18805"
"2003","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2003","Schaffhausen",">>Cantonal forest","1","2154","2120",NA,NA,NA
"2003","Schaffhausen",">>Municipality forest","30","8430","8391",NA,NA,NA
"2003","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2003","Schaffhausen",">>Other public forest","1","8","8",NA,NA,NA
"2003","Appenzell Ausserrhoden","Type of owners - Total","4265","7199","6957","4155","475","4630"
"2003","Appenzell Ausserrhoden","Private forest","4239","5485","5485","1565","310","1875"
"2003","Appenzell Ausserrhoden","Public forest","26","1714","1472","2590","165","2755"
"2003","Appenzell Ausserrhoden",">>Federal forest","1","26","26",NA,NA,NA
"2003","Appenzell Ausserrhoden",">>Cantonal forest","1","412","197",NA,NA,NA
"2003","Appenzell Ausserrhoden",">>Municipality forest","21","1047","1020",NA,NA,NA
"2003","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2003","Appenzell Ausserrhoden",">>Other public forest","3","229","229",NA,NA,NA
"2003","Appenzell Innerrhoden","Type of owners - Total","3020","4850","4637","4669","413","5082"
"2003","Appenzell Innerrhoden","Private forest","2996","2782","2782","1384","373","1757"
"2003","Appenzell Innerrhoden","Public forest","24","2068","1855","3285","40","3325"
"2003","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2003","Appenzell Innerrhoden",">>Cantonal forest","1","154","148",NA,NA,NA
"2003","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2003","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2003","Appenzell Innerrhoden",">>Other public forest","23","1914","1707",NA,NA,NA
"2003","St. Gallen","Type of owners - Total","17660","54866","52388","74487","72636","147123"
"2003","St. Gallen","Private forest","17531","21755","21755","22869","16416","39285"
"2003","St. Gallen","Public forest","129","33111","30633","51618","56220","107838"
"2003","St. Gallen",">>Federal forest","1","335","331",NA,NA,NA
"2003","St. Gallen",">>Cantonal forest","1","2041","1870",NA,NA,NA
"2003","St. Gallen",">>Municipality forest","13","386","375",NA,NA,NA
"2003","St. Gallen",">>Bourgeois forest","70","25831","23886",NA,NA,NA
"2003","St. Gallen",">>Other public forest","44","4518","4171",NA,NA,NA
"2003","Graubünden / Grigioni / Grischun","Type of owners - Total","11183","187119","144979","89144","132406","221550"
"2003","Graubünden / Grigioni / Grischun","Private forest","10918","15304","15304","1460","4980","6440"
"2003","Graubünden / Grigioni / Grischun","Public forest","265","171815","129675","87684","127426","215110"
"2003","Graubünden / Grigioni / Grischun",">>Federal forest","1","265","87",NA,NA,NA
"2003","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1007","756",NA,NA,NA
"2003","Graubünden / Grigioni / Grischun",">>Municipality forest","211","160196","120997",NA,NA,NA
"2003","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2003","Graubünden / Grigioni / Grischun",">>Other public forest","52","10347","7835",NA,NA,NA
"2003","Thurgau","Type of owners - Total","8953","19514","19412","72866","72703","145569"
"2003","Thurgau","Private forest","8862","10819","10819","40385","32157","72542"
"2003","Thurgau","Public forest","91","8695","8593","32481","40546","73027"
"2003","Thurgau",">>Federal forest","1","227","159",NA,NA,NA
"2003","Thurgau",">>Cantonal forest","1","1422","1409",NA,NA,NA
"2003","Thurgau",">>Municipality forest","5","296","296",NA,NA,NA
"2003","Thurgau",">>Bourgeois forest","64","5676","5658",NA,NA,NA
"2003","Thurgau",">>Other public forest","20","1074","1071",NA,NA,NA
"2004","Glarus","Type of owners - Total","1518","18737","15903","7390","11240","18630"
"2004","Glarus","Private forest","1477","2368","2010","0","0","0"
"2004","Glarus","Public forest","41","16369","13893","7390","11240","18630"
"2004","Glarus",">>Federal forest","1","184","156",NA,NA,NA
"2004","Glarus",">>Cantonal forest","1","90","76",NA,NA,NA
"2004","Glarus",">>Municipality forest","20","15907","13501",NA,NA,NA
"2004","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2004","Glarus",">>Other public forest","19","188","160",NA,NA,NA
"2004","Schaffhausen","Type of owners - Total","2125","12535","12495","17600","5268","22868"
"2004","Schaffhausen","Private forest","2100","2034","2027","1470","585","2055"
"2004","Schaffhausen","Public forest","25","10501","10468","16130","4683","20813"
"2004","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2004","Schaffhausen",">>Cantonal forest","1","2095","2088",NA,NA,NA
"2004","Schaffhausen",">>Municipality forest","20","8398","8372",NA,NA,NA
"2004","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2004","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2004","Appenzell Ausserrhoden","Type of owners - Total","4246","7198","6955","4605","750","5355"
"2004","Appenzell Ausserrhoden","Private forest","4224","5536","5349","2225","505","2730"
"2004","Appenzell Ausserrhoden","Public forest","22","1662","1606","2380","245","2625"
"2004","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2004","Appenzell Ausserrhoden",">>Cantonal forest","1","392","379",NA,NA,NA
"2004","Appenzell Ausserrhoden",">>Municipality forest","10","1133","1095",NA,NA,NA
"2004","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2004","Appenzell Ausserrhoden",">>Other public forest","10","111","107",NA,NA,NA
"2004","Appenzell Innerrhoden","Type of owners - Total","2999","4849","4636","1755","1104","2859"
"2004","Appenzell Innerrhoden","Private forest","2990","2771","2649","825","544","1369"
"2004","Appenzell Innerrhoden","Public forest","9","2078","1987","930","560","1490"
"2004","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2004","Appenzell Innerrhoden",">>Cantonal forest","1","153","147",NA,NA,NA
"2004","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2004","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2004","Appenzell Innerrhoden",">>Other public forest","8","1925","1840",NA,NA,NA
"2004","St. Gallen","Type of owners - Total","18126","55228","52749","69028","45115","114143"
"2004","St. Gallen","Private forest","17883","21976","21288","20580","14608","35188"
"2004","St. Gallen","Public forest","243","33252","31461","48448","30507","78955"
"2004","St. Gallen",">>Federal forest","1","229","220",NA,NA,NA
"2004","St. Gallen",">>Cantonal forest","1","1975","1890",NA,NA,NA
"2004","St. Gallen",">>Municipality forest","74","756","731",NA,NA,NA
"2004","St. Gallen",">>Bourgeois forest","97","25720","24182",NA,NA,NA
"2004","St. Gallen",">>Other public forest","70","4572","4438",NA,NA,NA
"2004","Graubünden / Grigioni / Grischun","Type of owners - Total","11146","187273","145171","77422","114845","192267"
"2004","Graubünden / Grigioni / Grischun","Private forest","10922","17538","13593","2228","3950","6178"
"2004","Graubünden / Grigioni / Grischun","Public forest","224","169735","131578","75195","110895","186090"
"2004","Graubünden / Grigioni / Grischun",">>Federal forest","1","740","574",NA,NA,NA
"2004","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1086","842",NA,NA,NA
"2004","Graubünden / Grigioni / Grischun",">>Municipality forest","115","163420","126682",NA,NA,NA
"2004","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2004","Graubünden / Grigioni / Grischun",">>Other public forest","107","4489","3480",NA,NA,NA
"2004","Thurgau","Type of owners - Total","9021","19671","19555","70345","66293","136638"
"2004","Thurgau","Private forest","8876","10997","10932","35859","29695","65554"
"2004","Thurgau","Public forest","145","8674","8623","34486","36598","71084"
"2004","Thurgau",">>Federal forest","1","177","176",NA,NA,NA
"2004","Thurgau",">>Cantonal forest","1","1376","1368",NA,NA,NA
"2004","Thurgau",">>Municipality forest","44","304","302",NA,NA,NA
"2004","Thurgau",">>Bourgeois forest","58","5738","5704",NA,NA,NA
"2004","Thurgau",">>Other public forest","41","1079","1073",NA,NA,NA
"2005","Glarus","Type of owners - Total","1518","18449","16517","9748","12980","22728"
"2005","Glarus","Private forest","1477","2332","2088","100","0","100"
"2005","Glarus","Public forest","41","16117","14429","9648","12980","22628"
"2005","Glarus",">>Federal forest","1","181","162",NA,NA,NA
"2005","Glarus",">>Cantonal forest","1","89","79",NA,NA,NA
"2005","Glarus",">>Municipality forest","20","15662","14022",NA,NA,NA
"2005","Glarus",">>Bourgeois forest","0","0","0",NA,NA,NA
"2005","Glarus",">>Other public forest","19","185","166",NA,NA,NA
"2005","Schaffhausen","Type of owners - Total","2125","12654","12615","17471","11145","28616"
"2005","Schaffhausen","Private forest","2100","2050","2044","1690","295","1985"
"2005","Schaffhausen","Public forest","25","10604","10571","15781","10850","26631"
"2005","Schaffhausen",">>Federal forest","0","0","0",NA,NA,NA
"2005","Schaffhausen",">>Cantonal forest","1","2117","2110",NA,NA,NA
"2005","Schaffhausen",">>Municipality forest","20","8479","8453",NA,NA,NA
"2005","Schaffhausen",">>Bourgeois forest","0","0","0",NA,NA,NA
"2005","Schaffhausen",">>Other public forest","4","8","8",NA,NA,NA
"2005","Appenzell Ausserrhoden","Type of owners - Total","4245","7199","6956","3172","530","3702"
"2005","Appenzell Ausserrhoden","Private forest","4224","5537","5350","1635","310","1945"
"2005","Appenzell Ausserrhoden","Public forest","21","1662","1606","1537","220","1757"
"2005","Appenzell Ausserrhoden",">>Federal forest","1","26","25",NA,NA,NA
"2005","Appenzell Ausserrhoden",">>Cantonal forest","1","392","379",NA,NA,NA
"2005","Appenzell Ausserrhoden",">>Municipality forest","10","1133","1095",NA,NA,NA
"2005","Appenzell Ausserrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2005","Appenzell Ausserrhoden",">>Other public forest","9","111","107",NA,NA,NA
"2005","Appenzell Innerrhoden","Type of owners - Total","2999","4849","4636","1483","156","1639"
"2005","Appenzell Innerrhoden","Private forest","2990","2771","2649","783","106","889"
"2005","Appenzell Innerrhoden","Public forest","9","2078","1987","700","50","750"
"2005","Appenzell Innerrhoden",">>Federal forest","0","0","0",NA,NA,NA
"2005","Appenzell Innerrhoden",">>Cantonal forest","1","153","147",NA,NA,NA
"2005","Appenzell Innerrhoden",">>Municipality forest","0","0","0",NA,NA,NA
"2005","Appenzell Innerrhoden",">>Bourgeois forest","0","0","0",NA,NA,NA
"2005","Appenzell Innerrhoden",">>Other public forest","8","1925","1840",NA,NA,NA
"2005","St. Gallen","Type of owners - Total","18125","55406","52915","94070","71073","165143"
"2005","St. Gallen","Private forest","17883","22051","21358","40092","15667","55759"
"2005","St. Gallen","Public forest","242","33355","31557","53978","55406","109384"
"2005","St. Gallen",">>Federal forest","1","229","220",NA,NA,NA
"2005","St. Gallen",">>Cantonal forest","1","1980","1895",NA,NA,NA
"2005","St. Gallen",">>Municipality forest","74","759","734",NA,NA,NA
"2005","St. Gallen",">>Bourgeois forest","97","25793","24249",NA,NA,NA
"2005","St. Gallen",">>Other public forest","69","4594","4459",NA,NA,NA
"2005","Graubünden / Grigioni / Grischun","Type of owners - Total","11256","187985","145385","55525","81430","136955"
"2005","Graubünden / Grigioni / Grischun","Private forest","11033","17608","13614","250","1920","2170"
"2005","Graubünden / Grigioni / Grischun","Public forest","223","170377","131771","55275","79510","134785"
"2005","Graubünden / Grigioni / Grischun",">>Federal forest","1","744","575",NA,NA,NA
"2005","Graubünden / Grigioni / Grischun",">>Cantonal forest","1","1091","843",NA,NA,NA
"2005","Graubünden / Grigioni / Grischun",">>Municipality forest","114","164037","126868",NA,NA,NA
"2005","Graubünden / Grigioni / Grischun",">>Bourgeois forest","0","0","0",NA,NA,NA
"2005","Graubünden / Grigioni / Grischun",">>Other public forest","107","4505","3485",NA,NA,NA
"2005","Thurgau","Type of owners - Total","9001","19671","19555","84819","85390","170209"
"2005","Thurgau","Private forest","8876","10997","10932","3871","5411","9282"
