"Forest area in Switzerland, in ha"

"Year";"Forest zone";"Canton";"Type of owner";"Forest owners number";"Total forest area";"Productive forest area"
"1983";"Central Plain";"Thurgau";">>Bourgeois forest";73;5900;5886
"1983";"Central Plain";"Thurgau";">>Other public forest";16;935;934
"1983";"Prealps";"Glarus";"Type of owners - Total";0;0;0
"1983";"Prealps";"Glarus";"Private forest";0;0;0
"1983";"Prealps";"Glarus";"Public forest";0;0;0
"1983";"Prealps";"Glarus";">>Federal forest";0;0;0
"1983";"Prealps";"Glarus";">>Cantonal forest";0;0;0
"1983";"Prealps";"Glarus";">>Municipality forest";0;0;0
"1983";"Prealps";"Glarus";">>Bourgeois forest";0;0;0
"1983";"Prealps";"Glarus";">>Other public forest";0;0;0
"1983";"Prealps";"Schaffhausen";"Type of owners - Total";0;0;0
"1983";"Prealps";"Schaffhausen";"Private forest";0;0;0
"1983";"Prealps";"Schaffhausen";"Public forest";0;0;0
"1983";"Prealps";"Schaffhausen";">>Federal forest";0;0;0
"1983";"Prealps";"Schaffhausen";">>Cantonal forest";0;0;0
"1983";"Prealps";"Schaffhausen";">>Municipality forest";0;0;0
"1983";"Prealps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1983";"Prealps";"Schaffhausen";">>Other public forest";0;0;0
"1983";"Prealps";"Appenzell Ausserrhoden";"Type of owners - Total";4041;5972;5945
"1983";"Prealps";"Appenzell Ausserrhoden";"Private forest";4016;4458;4458
"1983";"Prealps";"Appenzell Ausserrhoden";"Public forest";25;1514;1487
"1983";"Prealps";"Appenzell Ausserrhoden";">>Federal forest";1;178;178
"1983";"Prealps";"Appenzell Ausserrhoden";">>Cantonal forest";1;329;308
"1983";"Prealps";"Appenzell Ausserrhoden";">>Municipality forest";21;994;988
"1983";"Prealps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1983";"Prealps";"Appenzell Ausserrhoden";">>Other public forest";2;13;13
"1983";"Prealps";"Appenzell Innerrhoden";"Type of owners - Total";1678;5012;4786
"1983";"Prealps";"Appenzell Innerrhoden";"Private forest";1650;3100;3100
"1983";"Prealps";"Appenzell Innerrhoden";"Public forest";28;1912;1686
"1983";"Prealps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1983";"Prealps";"Appenzell Innerrhoden";">>Cantonal forest";1;60;40
"1983";"Prealps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1983";"Prealps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1983";"Prealps";"Appenzell Innerrhoden";">>Other public forest";27;1852;1646
"1983";"Prealps";"St. Gallen";"Type of owners - Total";8832;26717;25679
"1983";"Prealps";"St. Gallen";"Private forest";8700;9903;9903
"1983";"Prealps";"St. Gallen";"Public forest";132;16814;15776
"1983";"Prealps";"St. Gallen";">>Federal forest";0;0;0
"1983";"Prealps";"St. Gallen";">>Cantonal forest";1;893;817
"1983";"Prealps";"St. Gallen";">>Municipality forest";8;222;216
"1983";"Prealps";"St. Gallen";">>Bourgeois forest";51;12205;11576
"1983";"Prealps";"St. Gallen";">>Other public forest";72;3494;3167
"1983";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1983";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1983";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1983";"Prealps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1983";"Prealps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1983";"Prealps";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1983";"Prealps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1983";"Prealps";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1983";"Prealps";"Thurgau";"Type of owners - Total";0;0;0
"1983";"Prealps";"Thurgau";"Private forest";0;0;0
"1983";"Prealps";"Thurgau";"Public forest";0;0;0
"1983";"Prealps";"Thurgau";">>Federal forest";0;0;0
"1983";"Prealps";"Thurgau";">>Cantonal forest";0;0;0
"1983";"Prealps";"Thurgau";">>Municipality forest";0;0;0
"1983";"Prealps";"Thurgau";">>Bourgeois forest";0;0;0
"1983";"Prealps";"Thurgau";">>Other public forest";0;0;0
"1983";"Alps";"Glarus";"Type of owners - Total";1456;17253;14458
"1983";"Alps";"Glarus";"Private forest";1418;1625;1625
"1983";"Alps";"Glarus";"Public forest";38;15628;12833
"1983";"Alps";"Glarus";">>Federal forest";1;131;93
"1983";"Alps";"Glarus";">>Cantonal forest";1;86;80
"1983";"Alps";"Glarus";">>Municipality forest";1;54;48
"1983";"Alps";"Glarus";">>Bourgeois forest";31;15129;12392
"1983";"Alps";"Glarus";">>Other public forest";4;228;220
"1983";"Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"1983";"Alps";"Schaffhausen";"Private forest";0;0;0
"1983";"Alps";"Schaffhausen";"Public forest";0;0;0
"1983";"Alps";"Schaffhausen";">>Federal forest";0;0;0
"1983";"Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1983";"Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1983";"Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1983";"Alps";"Schaffhausen";">>Other public forest";0;0;0
"1983";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1983";"Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1983";"Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1983";"Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1983";"Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1983";"Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1983";"Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1983";"Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1983";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1983";"Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"1983";"Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"1983";"Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1983";"Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1983";"Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1983";"Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1983";"Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1983";"Alps";"St. Gallen";"Type of owners - Total";2091;14857;12937
"1983";"Alps";"St. Gallen";"Private forest";2062;2647;2647
"1983";"Alps";"St. Gallen";"Public forest";29;12210;10290
"1983";"Alps";"St. Gallen";">>Federal forest";1;53;49
"1983";"Alps";"St. Gallen";">>Cantonal forest";1;619;467
"1983";"Alps";"St. Gallen";">>Municipality forest";3;75;70
"1983";"Alps";"St. Gallen";">>Bourgeois forest";22;11237;9571
"1983";"Alps";"St. Gallen";">>Other public forest";2;226;133
"1983";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";8085;148346;115871
"1983";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";7854;11905;11905
"1983";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";231;136441;103966
"1983";"Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";1;214;36
"1983";"Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;925;660
"1983";"Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";206;131184;100004
"1983";"Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1983";"Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";23;4118;3266
"1983";"Alps";"Thurgau";"Type of owners - Total";0;0;0
"1983";"Alps";"Thurgau";"Private forest";0;0;0
"1983";"Alps";"Thurgau";"Public forest";0;0;0
"1983";"Alps";"Thurgau";">>Federal forest";0;0;0
"1983";"Alps";"Thurgau";">>Cantonal forest";0;0;0
"1983";"Alps";"Thurgau";">>Municipality forest";0;0;0
"1983";"Alps";"Thurgau";">>Bourgeois forest";0;0;0
"1983";"Alps";"Thurgau";">>Other public forest";0;0;0
"1983";"Southern Alps";"Glarus";"Type of owners - Total";0;0;0
"1983";"Southern Alps";"Glarus";"Private forest";0;0;0
"1983";"Southern Alps";"Glarus";"Public forest";0;0;0
"1983";"Southern Alps";"Glarus";">>Federal forest";0;0;0
"1983";"Southern Alps";"Glarus";">>Cantonal forest";0;0;0
"1983";"Southern Alps";"Glarus";">>Municipality forest";0;0;0
"1983";"Southern Alps";"Glarus";">>Bourgeois forest";0;0;0
"1983";"Southern Alps";"Glarus";">>Other public forest";0;0;0
"1983";"Southern Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"1983";"Southern Alps";"Schaffhausen";"Private forest";0;0;0
"1983";"Southern Alps";"Schaffhausen";"Public forest";0;0;0
"1983";"Southern Alps";"Schaffhausen";">>Federal forest";0;0;0
"1983";"Southern Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"1983";"Southern Alps";"Schaffhausen";">>Municipality forest";0;0;0
"1983";"Southern Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1983";"Southern Alps";"Schaffhausen";">>Other public forest";0;0;0
"1983";"Southern Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1983";"Southern Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1983";"Southern Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1983";"Southern Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1983";"Southern Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1983";"Southern Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1983";"Southern Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1983";"Southern Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1983";"Southern Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1983";"Southern Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"1983";"Southern Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"1983";"Southern Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1983";"Southern Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1983";"Southern Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1983";"Southern Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1983";"Southern Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1983";"Southern Alps";"St. Gallen";"Type of owners - Total";0;0;0
"1983";"Southern Alps";"St. Gallen";"Private forest";0;0;0
"1983";"Southern Alps";"St. Gallen";"Public forest";0;0;0
"1983";"Southern Alps";"St. Gallen";">>Federal forest";0;0;0
"1983";"Southern Alps";"St. Gallen";">>Cantonal forest";0;0;0
"1983";"Southern Alps";"St. Gallen";">>Municipality forest";0;0;0
"1983";"Southern Alps";"St. Gallen";">>Bourgeois forest";0;0;0
"1983";"Southern Alps";"St. Gallen";">>Other public forest";0;0;0
"1983";"Southern Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";2088;28155;22622
"1983";"Southern Alps";"Graubünden / Grigioni / Grischun";"Private forest";2056;2140;2140
"1983";"Southern Alps";"Graubünden / Grigioni / Grischun";"Public forest";32;26015;20482
"1983";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";1;10;10
"1983";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1983";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";19;25085;19696
"1983";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1983";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";12;920;776
"1983";"Southern Alps";"Thurgau";"Type of owners - Total";0;0;0
"1983";"Southern Alps";"Thurgau";"Private forest";0;0;0
"1983";"Southern Alps";"Thurgau";"Public forest";0;0;0
"1983";"Southern Alps";"Thurgau";">>Federal forest";0;0;0
"1983";"Southern Alps";"Thurgau";">>Cantonal forest";0;0;0
"1983";"Southern Alps";"Thurgau";">>Municipality forest";0;0;0
"1983";"Southern Alps";"Thurgau";">>Bourgeois forest";0;0;0
"1983";"Southern Alps";"Thurgau";">>Other public forest";0;0;0
"1984";"Switzerland";"Glarus";"Type of owners - Total";1456;17339;14565
"1984";"Switzerland";"Glarus";"Private forest";1418;1515;1515
"1984";"Switzerland";"Glarus";"Public forest";38;15824;13050
"1984";"Switzerland";"Glarus";">>Federal forest";1;131;93
"1984";"Switzerland";"Glarus";">>Cantonal forest";1;86;80
"1984";"Switzerland";"Glarus";">>Municipality forest";1;54;48
"1984";"Switzerland";"Glarus";">>Bourgeois forest";31;15325;12609
"1984";"Switzerland";"Glarus";">>Other public forest";4;228;220
"1984";"Switzerland";"Schaffhausen";"Type of owners - Total";2131;12577;12389
"1984";"Switzerland";"Schaffhausen";"Private forest";2099;1965;1965
"1984";"Switzerland";"Schaffhausen";"Public forest";32;10612;10424
"1984";"Switzerland";"Schaffhausen";">>Federal forest";0;0;0
"1984";"Switzerland";"Schaffhausen";">>Cantonal forest";1;2146;2088
"1984";"Switzerland";"Schaffhausen";">>Municipality forest";30;8458;8328
"1984";"Switzerland";"Schaffhausen";">>Bourgeois forest";0;0;0
"1984";"Switzerland";"Schaffhausen";">>Other public forest";1;8;8
"1984";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";4040;6110;6083
"1984";"Switzerland";"Appenzell Ausserrhoden";"Private forest";4015;4583;4583
"1984";"Switzerland";"Appenzell Ausserrhoden";"Public forest";25;1527;1500
"1984";"Switzerland";"Appenzell Ausserrhoden";">>Federal forest";1;178;178
"1984";"Switzerland";"Appenzell Ausserrhoden";">>Cantonal forest";1;342;321
"1984";"Switzerland";"Appenzell Ausserrhoden";">>Municipality forest";21;994;988
"1984";"Switzerland";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1984";"Switzerland";"Appenzell Ausserrhoden";">>Other public forest";2;13;13
"1984";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";1678;4412;4204
"1984";"Switzerland";"Appenzell Innerrhoden";"Private forest";1650;2343;2343
"1984";"Switzerland";"Appenzell Innerrhoden";"Public forest";28;2069;1861
"1984";"Switzerland";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1984";"Switzerland";"Appenzell Innerrhoden";">>Cantonal forest";1;61;61
"1984";"Switzerland";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1984";"Switzerland";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1984";"Switzerland";"Appenzell Innerrhoden";">>Other public forest";27;2008;1800
"1984";"Switzerland";"St. Gallen";"Type of owners - Total";17048;51404;48404
"1984";"Switzerland";"St. Gallen";"Private forest";16791;18322;18322
"1984";"Switzerland";"St. Gallen";"Public forest";257;33082;30082
"1984";"Switzerland";"St. Gallen";">>Federal forest";1;57;53
"1984";"Switzerland";"St. Gallen";">>Cantonal forest";1;2082;1838
"1984";"Switzerland";"St. Gallen";">>Municipality forest";27;420;409
"1984";"Switzerland";"St. Gallen";">>Bourgeois forest";102;25678;23372
"1984";"Switzerland";"St. Gallen";">>Other public forest";126;4845;4410
"1984";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";10045;176707;138712
"1984";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";9786;14016;14016
"1984";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";259;162691;124696
"1984";"Switzerland";"Graubünden / Grigioni / Grischun";">>Federal forest";1;224;46
"1984";"Switzerland";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;919;679
"1984";"Switzerland";"Graubünden / Grigioni / Grischun";">>Municipality forest";225;156719;120073
"1984";"Switzerland";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1984";"Switzerland";"Graubünden / Grigioni / Grischun";">>Other public forest";32;4829;3898
"1984";"Switzerland";"Thurgau";"Type of owners - Total";8669;19003;18916
"1984";"Switzerland";"Thurgau";"Private forest";8576;10514;10514
"1984";"Switzerland";"Thurgau";"Public forest";93;8489;8402
"1984";"Switzerland";"Thurgau";">>Federal forest";1;191;126
"1984";"Switzerland";"Thurgau";">>Cantonal forest";1;1414;1407
"1984";"Switzerland";"Thurgau";">>Municipality forest";2;51;51
"1984";"Switzerland";"Thurgau";">>Bourgeois forest";73;5898;5884
"1984";"Switzerland";"Thurgau";">>Other public forest";16;935;934
"1984";"Jura";"Glarus";"Type of owners - Total";0;0;0
"1984";"Jura";"Glarus";"Private forest";0;0;0
"1984";"Jura";"Glarus";"Public forest";0;0;0
"1984";"Jura";"Glarus";">>Federal forest";0;0;0
"1984";"Jura";"Glarus";">>Cantonal forest";0;0;0
"1984";"Jura";"Glarus";">>Municipality forest";0;0;0
"1984";"Jura";"Glarus";">>Bourgeois forest";0;0;0
"1984";"Jura";"Glarus";">>Other public forest";0;0;0
"1984";"Jura";"Schaffhausen";"Type of owners - Total";1976;12238;12051
"1984";"Jura";"Schaffhausen";"Private forest";1946;1828;1828
"1984";"Jura";"Schaffhausen";"Public forest";30;10410;10223
"1984";"Jura";"Schaffhausen";">>Federal forest";0;0;0
"1984";"Jura";"Schaffhausen";">>Cantonal forest";1;2146;2088
"1984";"Jura";"Schaffhausen";">>Municipality forest";28;8256;8127
"1984";"Jura";"Schaffhausen";">>Bourgeois forest";0;0;0
"1984";"Jura";"Schaffhausen";">>Other public forest";1;8;8
"1984";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1984";"Jura";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1984";"Jura";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1984";"Jura";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1984";"Jura";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1984";"Jura";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1984";"Jura";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1984";"Jura";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1984";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1984";"Jura";"Appenzell Innerrhoden";"Private forest";0;0;0
"1984";"Jura";"Appenzell Innerrhoden";"Public forest";0;0;0
"1984";"Jura";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1984";"Jura";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1984";"Jura";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1984";"Jura";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1984";"Jura";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1984";"Jura";"St. Gallen";"Type of owners - Total";0;0;0
"1984";"Jura";"St. Gallen";"Private forest";0;0;0
"1984";"Jura";"St. Gallen";"Public forest";0;0;0
"1984";"Jura";"St. Gallen";">>Federal forest";0;0;0
"1984";"Jura";"St. Gallen";">>Cantonal forest";0;0;0
"1984";"Jura";"St. Gallen";">>Municipality forest";0;0;0
"1984";"Jura";"St. Gallen";">>Bourgeois forest";0;0;0
"1984";"Jura";"St. Gallen";">>Other public forest";0;0;0
"1984";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1984";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1984";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1984";"Jura";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1984";"Jura";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1984";"Jura";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1984";"Jura";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1984";"Jura";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1984";"Jura";"Thurgau";"Type of owners - Total";0;0;0
"1984";"Jura";"Thurgau";"Private forest";0;0;0
"1984";"Jura";"Thurgau";"Public forest";0;0;0
"1984";"Jura";"Thurgau";">>Federal forest";0;0;0
"1984";"Jura";"Thurgau";">>Cantonal forest";0;0;0
"1984";"Jura";"Thurgau";">>Municipality forest";0;0;0
"1984";"Jura";"Thurgau";">>Bourgeois forest";0;0;0
"1984";"Jura";"Thurgau";">>Other public forest";0;0;0
"1984";"Central Plain";"Glarus";"Type of owners - Total";0;0;0
"1984";"Central Plain";"Glarus";"Private forest";0;0;0
"1984";"Central Plain";"Glarus";"Public forest";0;0;0
"1984";"Central Plain";"Glarus";">>Federal forest";0;0;0
"1984";"Central Plain";"Glarus";">>Cantonal forest";0;0;0
"1984";"Central Plain";"Glarus";">>Municipality forest";0;0;0
"1984";"Central Plain";"Glarus";">>Bourgeois forest";0;0;0
"1984";"Central Plain";"Glarus";">>Other public forest";0;0;0
"1984";"Central Plain";"Schaffhausen";"Type of owners - Total";155;339;338
"1984";"Central Plain";"Schaffhausen";"Private forest";153;137;137
"1984";"Central Plain";"Schaffhausen";"Public forest";2;202;201
"1984";"Central Plain";"Schaffhausen";">>Federal forest";0;0;0
"1984";"Central Plain";"Schaffhausen";">>Cantonal forest";0;0;0
"1984";"Central Plain";"Schaffhausen";">>Municipality forest";2;202;201
"1984";"Central Plain";"Schaffhausen";">>Bourgeois forest";0;0;0
"1984";"Central Plain";"Schaffhausen";">>Other public forest";0;0;0
"1984";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"1984";"Central Plain";"Appenzell Ausserrhoden";"Private forest";0;0;0
"1984";"Central Plain";"Appenzell Ausserrhoden";"Public forest";0;0;0
"1984";"Central Plain";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"1984";"Central Plain";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"1984";"Central Plain";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"1984";"Central Plain";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1984";"Central Plain";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"1984";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"1984";"Central Plain";"Appenzell Innerrhoden";"Private forest";0;0;0
"1984";"Central Plain";"Appenzell Innerrhoden";"Public forest";0;0;0
"1984";"Central Plain";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1984";"Central Plain";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"1984";"Central Plain";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1984";"Central Plain";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1984";"Central Plain";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"1984";"Central Plain";"St. Gallen";"Type of owners - Total";6133;9846;9806
"1984";"Central Plain";"St. Gallen";"Private forest";6034;5780;5780
"1984";"Central Plain";"St. Gallen";"Public forest";99;4066;4026
"1984";"Central Plain";"St. Gallen";">>Federal forest";1;4;4
"1984";"Central Plain";"St. Gallen";">>Cantonal forest";1;570;553
"1984";"Central Plain";"St. Gallen";">>Municipality forest";16;119;119
"1984";"Central Plain";"St. Gallen";">>Bourgeois forest";29;2272;2257
"1984";"Central Plain";"St. Gallen";">>Other public forest";52;1101;1093
"1984";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1984";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1984";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1984";"Central Plain";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1984";"Central Plain";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"1984";"Central Plain";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"1984";"Central Plain";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"1984";"Central Plain";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"1984";"Central Plain";"Thurgau";"Type of owners - Total";8669;19003;18916
"1984";"Central Plain";"Thurgau";"Private forest";8576;10514;10514
"1984";"Central Plain";"Thurgau";"Public forest";93;8489;8402
"1984";"Central Plain";"Thurgau";">>Federal forest";1;191;126
"1984";"Central Plain";"Thurgau";">>Cantonal forest";1;1414;1407
"1984";"Central Plain";"Thurgau";">>Municipality forest";2;51;51
"1984";"Central Plain";"Thurgau";">>Bourgeois forest";73;5898;5884
"1984";"Central Plain";"Thurgau";">>Other public forest";16;935;934
"1984";"Prealps";"Glarus";"Type of owners - Total";0;0;0
"1984";"Prealps";"Glarus";"Private forest";0;0;0
"1984";"Prealps";"Glarus";"Public forest";0;0;0
"1984";"Prealps";"Glarus";">>Federal forest";0;0;0
"1984";"Prealps";"Glarus";">>Cantonal forest";0;0;0
"1984";"Prealps";"Glarus";">>Municipality forest";0;0;0
"1984";"Prealps";"Glarus";">>Bourgeois forest";0;0;0
"1984";"Prealps";"Glarus";">>Other public forest";0;0;0
"1984";"Prealps";"Schaffhausen";"Type of owners - Total";0;0;0
"1984";"Prealps";"Schaffhausen";"Private forest";0;0;0
"1984";"Prealps";"Schaffhausen";"Public forest";0;0;0
"1984";"Prealps";"Schaffhausen";">>Federal forest";0;0;0
"1984";"Prealps";"Schaffhausen";">>Cantonal forest";0;0;0
"1984";"Prealps";"Schaffhausen";">>Municipality forest";0;0;0
"1984";"Prealps";"Schaffhausen";">>Bourgeois forest";0;0;0
"1984";"Prealps";"Schaffhausen";">>Other public forest";0;0;0
"1984";"Prealps";"Appenzell Ausserrhoden";"Type of owners - Total";4040;6110;6083
"1984";"Prealps";"Appenzell Ausserrhoden";"Private forest";4015;4583;4583
"1984";"Prealps";"Appenzell Ausserrhoden";"Public forest";25;1527;1500
"1984";"Prealps";"Appenzell Ausserrhoden";">>Federal forest";1;178;178
"1984";"Prealps";"Appenzell Ausserrhoden";">>Cantonal forest";1;342;321
"1984";"Prealps";"Appenzell Ausserrhoden";">>Municipality forest";21;994;988
"1984";"Prealps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"1984";"Prealps";"Appenzell Ausserrhoden";">>Other public forest";2;13;13
"1984";"Prealps";"Appenzell Innerrhoden";"Type of owners - Total";1678;4412;4204
"1984";"Prealps";"Appenzell Innerrhoden";"Private forest";1650;2343;2343
"1984";"Prealps";"Appenzell Innerrhoden";"Public forest";28;2069;1861
"1984";"Prealps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"1984";"Prealps";"Appenzell Innerrhoden";">>Cantonal forest";1;61;61
"1984";"Prealps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"1984";"Prealps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"1984";"Prealps";"Appenzell Innerrhoden";">>Other public forest";27;2008;1800
"1984";"Prealps";"St. Gallen";"Type of owners - Total";8829;26742;25695
"1984";"Prealps";"St. Gallen";"Private forest";8697;9897;9897
"1984";"Prealps";"St. Gallen";"Public forest";132;16845;15798
"1984";"Prealps";"St. Gallen";">>Federal forest";0;0;0
"1984";"Prealps";"St. Gallen";">>Cantonal forest";1;893;818
"1984";"Prealps";"St. Gallen";">>Municipality forest";8;226;220
"1984";"Prealps";"St. Gallen";">>Bourgeois forest";51;12207;11577
"1984";"Prealps";"St. Gallen";">>Other public forest";72;3519;3183
"1984";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"1984";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"1984";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"1984";"Prealps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"1984";"Prealps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
