"Forest area in Switzerland, in ha"

"Year";"Forest zone";"Canton";"Type of owner";"Forest owners number";"Total forest area";"Productive forest area"
"2014";"Switzerland";"St. Gallen";">>Other public forest";62;4557;4423
"2014";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";10777;200002;158603
"2014";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";10621;18522;14689
"2014";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";156;181480;143914
"2014";"Switzerland";"Graubünden / Grigioni / Grischun";">>Federal forest";1;225;178
"2014";"Switzerland";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;1121;887
"2014";"Switzerland";"Graubünden / Grigioni / Grischun";">>Municipality forest";80;175366;139069
"2014";"Switzerland";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2014";"Switzerland";"Graubünden / Grigioni / Grischun";">>Other public forest";74;4768;3780
"2014";"Switzerland";"Thurgau";"Type of owners - Total";8875;19717;19677
"2014";"Switzerland";"Thurgau";"Private forest";8779;11029;11007
"2014";"Switzerland";"Thurgau";"Public forest";96;8688;8670
"2014";"Switzerland";"Thurgau";">>Federal forest";1;177;177
"2014";"Switzerland";"Thurgau";">>Cantonal forest";1;1379;1376
"2014";"Switzerland";"Thurgau";">>Municipality forest";29;304;303
"2014";"Switzerland";"Thurgau";">>Bourgeois forest";38;5747;5735
"2014";"Switzerland";"Thurgau";">>Other public forest";27;1081;1079
"2014";"Jura";"Glarus";"Type of owners - Total";0;0;0
"2014";"Jura";"Glarus";"Private forest";0;0;0
"2014";"Jura";"Glarus";"Public forest";0;0;0
"2014";"Jura";"Glarus";">>Federal forest";0;0;0
"2014";"Jura";"Glarus";">>Cantonal forest";0;0;0
"2014";"Jura";"Glarus";">>Municipality forest";0;0;0
"2014";"Jura";"Glarus";">>Bourgeois forest";0;0;0
"2014";"Jura";"Glarus";">>Other public forest";0;0;0
"2014";"Jura";"Schaffhausen";"Type of owners - Total";1468;11454;11379
"2014";"Jura";"Schaffhausen";"Private forest";1455;1596;1586
"2014";"Jura";"Schaffhausen";"Public forest";13;9858;9793
"2014";"Jura";"Schaffhausen";">>Federal forest";0;0;0
"2014";"Jura";"Schaffhausen";">>Cantonal forest";1;2137;2123
"2014";"Jura";"Schaffhausen";">>Municipality forest";12;7721;7670
"2014";"Jura";"Schaffhausen";">>Bourgeois forest";0;0;0
"2014";"Jura";"Schaffhausen";">>Other public forest";0;0;0
"2014";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"2014";"Jura";"Appenzell Ausserrhoden";"Private forest";0;0;0
"2014";"Jura";"Appenzell Ausserrhoden";"Public forest";0;0;0
"2014";"Jura";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"2014";"Jura";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"2014";"Jura";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"2014";"Jura";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2014";"Jura";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"2014";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"2014";"Jura";"Appenzell Innerrhoden";"Private forest";0;0;0
"2014";"Jura";"Appenzell Innerrhoden";"Public forest";0;0;0
"2014";"Jura";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2014";"Jura";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"2014";"Jura";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"2014";"Jura";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"2014";"Jura";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"2014";"Jura";"St. Gallen";"Type of owners - Total";0;0;0
"2014";"Jura";"St. Gallen";"Private forest";0;0;0
"2014";"Jura";"St. Gallen";"Public forest";0;0;0
"2014";"Jura";"St. Gallen";">>Federal forest";0;0;0
"2014";"Jura";"St. Gallen";">>Cantonal forest";0;0;0
"2014";"Jura";"St. Gallen";">>Municipality forest";0;0;0
"2014";"Jura";"St. Gallen";">>Bourgeois forest";0;0;0
"2014";"Jura";"St. Gallen";">>Other public forest";0;0;0
"2014";"Jura";"Graubünden / Grigioni / Grischun";"Type of owners - Total";101;894;866
"2014";"Jura";"Graubünden / Grigioni / Grischun";"Private forest";100;167;162
"2014";"Jura";"Graubünden / Grigioni / Grischun";"Public forest";1;727;704
"2014";"Jura";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"2014";"Jura";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"2014";"Jura";"Graubünden / Grigioni / Grischun";">>Municipality forest";1;727;704
"2014";"Jura";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2014";"Jura";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"2014";"Jura";"Thurgau";"Type of owners - Total";0;0;0
"2014";"Jura";"Thurgau";"Private forest";0;0;0
"2014";"Jura";"Thurgau";"Public forest";0;0;0
"2014";"Jura";"Thurgau";">>Federal forest";0;0;0
"2014";"Jura";"Thurgau";">>Cantonal forest";0;0;0
"2014";"Jura";"Thurgau";">>Municipality forest";0;0;0
"2014";"Jura";"Thurgau";">>Bourgeois forest";0;0;0
"2014";"Jura";"Thurgau";">>Other public forest";0;0;0
"2014";"Central Plain";"Glarus";"Type of owners - Total";0;0;0
"2014";"Central Plain";"Glarus";"Private forest";0;0;0
"2014";"Central Plain";"Glarus";"Public forest";0;0;0
"2014";"Central Plain";"Glarus";">>Federal forest";0;0;0
"2014";"Central Plain";"Glarus";">>Cantonal forest";0;0;0
"2014";"Central Plain";"Glarus";">>Municipality forest";0;0;0
"2014";"Central Plain";"Glarus";">>Bourgeois forest";0;0;0
"2014";"Central Plain";"Glarus";">>Other public forest";0;0;0
"2014";"Central Plain";"Schaffhausen";"Type of owners - Total";414;1223;1211
"2014";"Central Plain";"Schaffhausen";"Private forest";406;472;467
"2014";"Central Plain";"Schaffhausen";"Public forest";8;751;744
"2014";"Central Plain";"Schaffhausen";">>Federal forest";0;0;0
"2014";"Central Plain";"Schaffhausen";">>Cantonal forest";0;0;0
"2014";"Central Plain";"Schaffhausen";">>Municipality forest";4;743;736
"2014";"Central Plain";"Schaffhausen";">>Bourgeois forest";0;0;0
"2014";"Central Plain";"Schaffhausen";">>Other public forest";4;8;8
"2014";"Central Plain";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Private forest";0;0;0
"2014";"Central Plain";"Appenzell Ausserrhoden";"Public forest";0;0;0
"2014";"Central Plain";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"2014";"Central Plain";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"2014";"Central Plain";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"2014";"Central Plain";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2014";"Central Plain";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"2014";"Central Plain";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"2014";"Central Plain";"Appenzell Innerrhoden";"Private forest";0;0;0
"2014";"Central Plain";"Appenzell Innerrhoden";"Public forest";0;0;0
"2014";"Central Plain";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2014";"Central Plain";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"2014";"Central Plain";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"2014";"Central Plain";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"2014";"Central Plain";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"2014";"Central Plain";"St. Gallen";"Type of owners - Total";6674;11265;11253
"2014";"Central Plain";"St. Gallen";"Private forest";6608;7502;7494
"2014";"Central Plain";"St. Gallen";"Public forest";66;3763;3759
"2014";"Central Plain";"St. Gallen";">>Federal forest";1;141;141
"2014";"Central Plain";"St. Gallen";">>Cantonal forest";1;663;662
"2014";"Central Plain";"St. Gallen";">>Municipality forest";20;129;129
"2014";"Central Plain";"St. Gallen";">>Bourgeois forest";26;1989;1987
"2014";"Central Plain";"St. Gallen";">>Other public forest";18;841;840
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2014";"Central Plain";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"2014";"Central Plain";"Thurgau";"Type of owners - Total";8875;19717;19677
"2014";"Central Plain";"Thurgau";"Private forest";8779;11029;11007
"2014";"Central Plain";"Thurgau";"Public forest";96;8688;8670
"2014";"Central Plain";"Thurgau";">>Federal forest";1;177;177
"2014";"Central Plain";"Thurgau";">>Cantonal forest";1;1379;1376
"2014";"Central Plain";"Thurgau";">>Municipality forest";29;304;303
"2014";"Central Plain";"Thurgau";">>Bourgeois forest";38;5747;5735
"2014";"Central Plain";"Thurgau";">>Other public forest";27;1081;1079
"2014";"Prealps";"Glarus";"Type of owners - Total";0;0;0
"2014";"Prealps";"Glarus";"Private forest";0;0;0
"2014";"Prealps";"Glarus";"Public forest";0;0;0
"2014";"Prealps";"Glarus";">>Federal forest";0;0;0
"2014";"Prealps";"Glarus";">>Cantonal forest";0;0;0
"2014";"Prealps";"Glarus";">>Municipality forest";0;0;0
"2014";"Prealps";"Glarus";">>Bourgeois forest";0;0;0
"2014";"Prealps";"Glarus";">>Other public forest";0;0;0
"2014";"Prealps";"Schaffhausen";"Type of owners - Total";0;0;0
"2014";"Prealps";"Schaffhausen";"Private forest";0;0;0
"2014";"Prealps";"Schaffhausen";"Public forest";0;0;0
"2014";"Prealps";"Schaffhausen";">>Federal forest";0;0;0
"2014";"Prealps";"Schaffhausen";">>Cantonal forest";0;0;0
"2014";"Prealps";"Schaffhausen";">>Municipality forest";0;0;0
"2014";"Prealps";"Schaffhausen";">>Bourgeois forest";0;0;0
"2014";"Prealps";"Schaffhausen";">>Other public forest";0;0;0
"2014";"Prealps";"Appenzell Ausserrhoden";"Type of owners - Total";4244;7191;6872
"2014";"Prealps";"Appenzell Ausserrhoden";"Private forest";4223;5530;5284
"2014";"Prealps";"Appenzell Ausserrhoden";"Public forest";21;1661;1588
"2014";"Prealps";"Appenzell Ausserrhoden";">>Federal forest";1;26;25
"2014";"Prealps";"Appenzell Ausserrhoden";">>Cantonal forest";1;392;375
"2014";"Prealps";"Appenzell Ausserrhoden";">>Municipality forest";10;1132;1082
"2014";"Prealps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2014";"Prealps";"Appenzell Ausserrhoden";">>Other public forest";9;111;106
"2014";"Prealps";"Appenzell Innerrhoden";"Type of owners - Total";3005;4869;4655
"2014";"Prealps";"Appenzell Innerrhoden";"Private forest";2994;2782;2660
"2014";"Prealps";"Appenzell Innerrhoden";"Public forest";11;2087;1995
"2014";"Prealps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2014";"Prealps";"Appenzell Innerrhoden";">>Cantonal forest";1;154;147
"2014";"Prealps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"2014";"Prealps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"2014";"Prealps";"Appenzell Innerrhoden";">>Other public forest";10;1933;1848
"2014";"Prealps";"St. Gallen";"Type of owners - Total";8702;27843;26938
"2014";"Prealps";"St. Gallen";"Private forest";8593;11292;10925
"2014";"Prealps";"St. Gallen";"Public forest";109;16551;16013
"2014";"Prealps";"St. Gallen";">>Federal forest";1;71;69
"2014";"Prealps";"St. Gallen";">>Cantonal forest";1;685;663
"2014";"Prealps";"St. Gallen";">>Municipality forest";33;552;534
"2014";"Prealps";"St. Gallen";">>Bourgeois forest";43;11715;11334
"2014";"Prealps";"St. Gallen";">>Other public forest";31;3528;3413
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";0;0;0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Private forest";0;0;0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";"Public forest";0;0;0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";0;0;0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";">>Municipality forest";0;0;0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2014";"Prealps";"Graubünden / Grigioni / Grischun";">>Other public forest";0;0;0
"2014";"Prealps";"Thurgau";"Type of owners - Total";0;0;0
"2014";"Prealps";"Thurgau";"Private forest";0;0;0
"2014";"Prealps";"Thurgau";"Public forest";0;0;0
"2014";"Prealps";"Thurgau";">>Federal forest";0;0;0
"2014";"Prealps";"Thurgau";">>Cantonal forest";0;0;0
"2014";"Prealps";"Thurgau";">>Municipality forest";0;0;0
"2014";"Prealps";"Thurgau";">>Bourgeois forest";0;0;0
"2014";"Prealps";"Thurgau";">>Other public forest";0;0;0
"2014";"Alps";"Glarus";"Type of owners - Total";1467;21017;18545
"2014";"Alps";"Glarus";"Private forest";1454;2662;2349
"2014";"Alps";"Glarus";"Public forest";13;18355;16196
"2014";"Alps";"Glarus";">>Federal forest";1;206;182
"2014";"Alps";"Glarus";">>Cantonal forest";1;101;89
"2014";"Alps";"Glarus";">>Municipality forest";6;17837;15739
"2014";"Alps";"Glarus";">>Bourgeois forest";0;0;0
"2014";"Alps";"Glarus";">>Other public forest";5;211;186
"2014";"Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"2014";"Alps";"Schaffhausen";"Private forest";0;0;0
"2014";"Alps";"Schaffhausen";"Public forest";0;0;0
"2014";"Alps";"Schaffhausen";">>Federal forest";0;0;0
"2014";"Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"2014";"Alps";"Schaffhausen";">>Municipality forest";0;0;0
"2014";"Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"2014";"Alps";"Schaffhausen";">>Other public forest";0;0;0
"2014";"Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"2014";"Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"2014";"Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"2014";"Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"2014";"Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"2014";"Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"2014";"Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2014";"Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"2014";"Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"2014";"Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"2014";"Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"2014";"Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2014";"Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"2014";"Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"2014";"Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"2014";"Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"2014";"Alps";"St. Gallen";"Type of owners - Total";2575;15823;14259
"2014";"Alps";"St. Gallen";"Private forest";2528;3098;2792
"2014";"Alps";"St. Gallen";"Public forest";47;12725;11467
"2014";"Alps";"St. Gallen";">>Federal forest";1;147;132
"2014";"Alps";"St. Gallen";">>Cantonal forest";1;625;563
"2014";"Alps";"St. Gallen";">>Municipality forest";14;134;121
"2014";"Alps";"St. Gallen";">>Bourgeois forest";18;11631;10482
"2014";"Alps";"St. Gallen";">>Other public forest";13;188;169
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";9048;164696;130107
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Private forest";8908;16237;12827
"2014";"Alps";"Graubünden / Grigioni / Grischun";"Public forest";140;148459;117280
"2014";"Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";1;225;178
"2014";"Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;1038;820
"2014";"Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";71;143453;113325
"2014";"Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2014";"Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";67;3743;2957
"2014";"Alps";"Thurgau";"Type of owners - Total";0;0;0
"2014";"Alps";"Thurgau";"Private forest";0;0;0
"2014";"Alps";"Thurgau";"Public forest";0;0;0
"2014";"Alps";"Thurgau";">>Federal forest";0;0;0
"2014";"Alps";"Thurgau";">>Cantonal forest";0;0;0
"2014";"Alps";"Thurgau";">>Municipality forest";0;0;0
"2014";"Alps";"Thurgau";">>Bourgeois forest";0;0;0
"2014";"Alps";"Thurgau";">>Other public forest";0;0;0
"2014";"Southern Alps";"Glarus";"Type of owners - Total";0;0;0
"2014";"Southern Alps";"Glarus";"Private forest";0;0;0
"2014";"Southern Alps";"Glarus";"Public forest";0;0;0
"2014";"Southern Alps";"Glarus";">>Federal forest";0;0;0
"2014";"Southern Alps";"Glarus";">>Cantonal forest";0;0;0
"2014";"Southern Alps";"Glarus";">>Municipality forest";0;0;0
"2014";"Southern Alps";"Glarus";">>Bourgeois forest";0;0;0
"2014";"Southern Alps";"Glarus";">>Other public forest";0;0;0
"2014";"Southern Alps";"Schaffhausen";"Type of owners - Total";0;0;0
"2014";"Southern Alps";"Schaffhausen";"Private forest";0;0;0
"2014";"Southern Alps";"Schaffhausen";"Public forest";0;0;0
"2014";"Southern Alps";"Schaffhausen";">>Federal forest";0;0;0
"2014";"Southern Alps";"Schaffhausen";">>Cantonal forest";0;0;0
"2014";"Southern Alps";"Schaffhausen";">>Municipality forest";0;0;0
"2014";"Southern Alps";"Schaffhausen";">>Bourgeois forest";0;0;0
"2014";"Southern Alps";"Schaffhausen";">>Other public forest";0;0;0
"2014";"Southern Alps";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"2014";"Southern Alps";"Appenzell Ausserrhoden";"Private forest";0;0;0
"2014";"Southern Alps";"Appenzell Ausserrhoden";"Public forest";0;0;0
"2014";"Southern Alps";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"2014";"Southern Alps";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"2014";"Southern Alps";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"2014";"Southern Alps";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2014";"Southern Alps";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"2014";"Southern Alps";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"2014";"Southern Alps";"Appenzell Innerrhoden";"Private forest";0;0;0
"2014";"Southern Alps";"Appenzell Innerrhoden";"Public forest";0;0;0
"2014";"Southern Alps";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2014";"Southern Alps";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
"2014";"Southern Alps";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"2014";"Southern Alps";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"2014";"Southern Alps";"Appenzell Innerrhoden";">>Other public forest";0;0;0
"2014";"Southern Alps";"St. Gallen";"Type of owners - Total";0;0;0
"2014";"Southern Alps";"St. Gallen";"Private forest";0;0;0
"2014";"Southern Alps";"St. Gallen";"Public forest";0;0;0
"2014";"Southern Alps";"St. Gallen";">>Federal forest";0;0;0
"2014";"Southern Alps";"St. Gallen";">>Cantonal forest";0;0;0
"2014";"Southern Alps";"St. Gallen";">>Municipality forest";0;0;0
"2014";"Southern Alps";"St. Gallen";">>Bourgeois forest";0;0;0
"2014";"Southern Alps";"St. Gallen";">>Other public forest";0;0;0
"2014";"Southern Alps";"Graubünden / Grigioni / Grischun";"Type of owners - Total";1630;34412;27631
"2014";"Southern Alps";"Graubünden / Grigioni / Grischun";"Private forest";1613;2118;1701
"2014";"Southern Alps";"Graubünden / Grigioni / Grischun";"Public forest";17;32294;25930
"2014";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Federal forest";0;0;0
"2014";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;83;67
"2014";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Municipality forest";8;31186;25040
"2014";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2014";"Southern Alps";"Graubünden / Grigioni / Grischun";">>Other public forest";8;1025;823
"2014";"Southern Alps";"Thurgau";"Type of owners - Total";0;0;0
"2014";"Southern Alps";"Thurgau";"Private forest";0;0;0
"2014";"Southern Alps";"Thurgau";"Public forest";0;0;0
"2014";"Southern Alps";"Thurgau";">>Federal forest";0;0;0
"2014";"Southern Alps";"Thurgau";">>Cantonal forest";0;0;0
"2014";"Southern Alps";"Thurgau";">>Municipality forest";0;0;0
"2014";"Southern Alps";"Thurgau";">>Bourgeois forest";0;0;0
"2014";"Southern Alps";"Thurgau";">>Other public forest";0;0;0
"2015";"Switzerland";"Glarus";"Type of owners - Total";1467;21017;18545
"2015";"Switzerland";"Glarus";"Private forest";1454;2662;2349
"2015";"Switzerland";"Glarus";"Public forest";13;18355;16196
"2015";"Switzerland";"Glarus";">>Federal forest";1;206;182
"2015";"Switzerland";"Glarus";">>Cantonal forest";1;101;89
"2015";"Switzerland";"Glarus";">>Municipality forest";6;17837;15739
"2015";"Switzerland";"Glarus";">>Bourgeois forest";0;0;0
"2015";"Switzerland";"Glarus";">>Other public forest";5;211;186
"2015";"Switzerland";"Schaffhausen";"Type of owners - Total";2070;12669;12568
"2015";"Switzerland";"Schaffhausen";"Private forest";2049;2068;2049
"2015";"Switzerland";"Schaffhausen";"Public forest";21;10601;10519
"2015";"Switzerland";"Schaffhausen";">>Federal forest";0;0;0
"2015";"Switzerland";"Schaffhausen";">>Cantonal forest";1;2137;2122
"2015";"Switzerland";"Schaffhausen";">>Municipality forest";16;8456;8389
"2015";"Switzerland";"Schaffhausen";">>Bourgeois forest";0;0;0
"2015";"Switzerland";"Schaffhausen";">>Other public forest";4;8;8
"2015";"Switzerland";"Appenzell Ausserrhoden";"Type of owners - Total";4244;7181;6862
"2015";"Switzerland";"Appenzell Ausserrhoden";"Private forest";4223;5530;5284
"2015";"Switzerland";"Appenzell Ausserrhoden";"Public forest";21;1651;1578
"2015";"Switzerland";"Appenzell Ausserrhoden";">>Federal forest";1;26;25
"2015";"Switzerland";"Appenzell Ausserrhoden";">>Cantonal forest";1;392;375
"2015";"Switzerland";"Appenzell Ausserrhoden";">>Municipality forest";10;1122;1072
"2015";"Switzerland";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2015";"Switzerland";"Appenzell Ausserrhoden";">>Other public forest";9;111;106
"2015";"Switzerland";"Appenzell Innerrhoden";"Type of owners - Total";3005;4869;4655
"2015";"Switzerland";"Appenzell Innerrhoden";"Private forest";2994;2782;2660
"2015";"Switzerland";"Appenzell Innerrhoden";"Public forest";11;2087;1995
"2015";"Switzerland";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2015";"Switzerland";"Appenzell Innerrhoden";">>Cantonal forest";1;154;147
"2015";"Switzerland";"Appenzell Innerrhoden";">>Municipality forest";0;0;0
"2015";"Switzerland";"Appenzell Innerrhoden";">>Bourgeois forest";0;0;0
"2015";"Switzerland";"Appenzell Innerrhoden";">>Other public forest";10;1933;1848
"2015";"Switzerland";"St. Gallen";"Type of owners - Total";17065;60000;56639
"2015";"Switzerland";"St. Gallen";"Private forest";16833;26002;24893
"2015";"Switzerland";"St. Gallen";"Public forest";232;33998;31746
"2015";"Switzerland";"St. Gallen";">>Federal forest";1;410;395
"2015";"Switzerland";"St. Gallen";">>Cantonal forest";1;2096;1981
"2015";"Switzerland";"St. Gallen";">>Municipality forest";71;926;887
"2015";"Switzerland";"St. Gallen";">>Bourgeois forest";93;26913;24946
"2015";"Switzerland";"St. Gallen";">>Other public forest";66;3653;3537
"2015";"Switzerland";"Graubünden / Grigioni / Grischun";"Type of owners - Total";10758;199841;158444
"2015";"Switzerland";"Graubünden / Grigioni / Grischun";"Private forest";10613;18458;14624
"2015";"Switzerland";"Graubünden / Grigioni / Grischun";"Public forest";145;181383;143820
"2015";"Switzerland";"Graubünden / Grigioni / Grischun";">>Federal forest";1;225;178
"2015";"Switzerland";"Graubünden / Grigioni / Grischun";">>Cantonal forest";1;1124;890
"2015";"Switzerland";"Graubünden / Grigioni / Grischun";">>Municipality forest";74;175223;138934
"2015";"Switzerland";"Graubünden / Grigioni / Grischun";">>Bourgeois forest";0;0;0
"2015";"Switzerland";"Graubünden / Grigioni / Grischun";">>Other public forest";69;4811;3818
"2015";"Switzerland";"Thurgau";"Type of owners - Total";8887;19702;19662
"2015";"Switzerland";"Thurgau";"Private forest";8793;11011;10989
"2015";"Switzerland";"Thurgau";"Public forest";94;8691;8673
"2015";"Switzerland";"Thurgau";">>Federal forest";1;177;177
"2015";"Switzerland";"Thurgau";">>Cantonal forest";1;1379;1376
"2015";"Switzerland";"Thurgau";">>Municipality forest";28;326;325
"2015";"Switzerland";"Thurgau";">>Bourgeois forest";37;5728;5716
"2015";"Switzerland";"Thurgau";">>Other public forest";27;1081;1079
"2015";"Jura";"Glarus";"Type of owners - Total";0;0;0
"2015";"Jura";"Glarus";"Private forest";0;0;0
"2015";"Jura";"Glarus";"Public forest";0;0;0
"2015";"Jura";"Glarus";">>Federal forest";0;0;0
"2015";"Jura";"Glarus";">>Cantonal forest";0;0;0
"2015";"Jura";"Glarus";">>Municipality forest";0;0;0
"2015";"Jura";"Glarus";">>Bourgeois forest";0;0;0
"2015";"Jura";"Glarus";">>Other public forest";0;0;0
"2015";"Jura";"Schaffhausen";"Type of owners - Total";1656;11440;11359
"2015";"Jura";"Schaffhausen";"Private forest";1643;1596;1585
"2015";"Jura";"Schaffhausen";"Public forest";13;9844;9774
"2015";"Jura";"Schaffhausen";">>Federal forest";0;0;0
"2015";"Jura";"Schaffhausen";">>Cantonal forest";1;2137;2122
"2015";"Jura";"Schaffhausen";">>Municipality forest";12;7707;7652
"2015";"Jura";"Schaffhausen";">>Bourgeois forest";0;0;0
"2015";"Jura";"Schaffhausen";">>Other public forest";0;0;0
"2015";"Jura";"Appenzell Ausserrhoden";"Type of owners - Total";0;0;0
"2015";"Jura";"Appenzell Ausserrhoden";"Private forest";0;0;0
"2015";"Jura";"Appenzell Ausserrhoden";"Public forest";0;0;0
"2015";"Jura";"Appenzell Ausserrhoden";">>Federal forest";0;0;0
"2015";"Jura";"Appenzell Ausserrhoden";">>Cantonal forest";0;0;0
"2015";"Jura";"Appenzell Ausserrhoden";">>Municipality forest";0;0;0
"2015";"Jura";"Appenzell Ausserrhoden";">>Bourgeois forest";0;0;0
"2015";"Jura";"Appenzell Ausserrhoden";">>Other public forest";0;0;0
"2015";"Jura";"Appenzell Innerrhoden";"Type of owners - Total";0;0;0
"2015";"Jura";"Appenzell Innerrhoden";"Private forest";0;0;0
"2015";"Jura";"Appenzell Innerrhoden";"Public forest";0;0;0
"2015";"Jura";"Appenzell Innerrhoden";">>Federal forest";0;0;0
"2015";"Jura";"Appenzell Innerrhoden";">>Cantonal forest";0;0;0
